9/2/2010,160,76,303159,10,,$10.00 ,$0.87 ,$10.87 ,0
9/2/2010,158,76,545809,4,,$4.00 ,$0.35 ,$4.35 ,0
9/2/2010,126,76,571749,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,98,76,569960,4,,$4.00 ,$0.35 ,$4.35 ,10001572
9/2/2010,90,76,577064,4,,$4.00 ,$0.35 ,$4.35 ,0
9/2/2010,86,76,697995,4,,$4.00 ,$0.35 ,$4.35 ,0
9/2/2010,69,76,569963,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,66,76,577425,5,,$5.00 ,$0.43 ,$5.43 ,10001576
9/2/2010,66,76,240041,7,,$7.00 ,$0.61 ,$7.61 ,10001576
9/2/2010,56,76,63162,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,180,77,54011,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,90,88,626266,20,,$20.00 ,$1.73 ,$21.73 ,0
9/2/2010,126,89,626326,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,61,89,453,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,105,100,674591,1,,$1.00 ,$0.09 ,$1.09 ,0
9/2/2010,99,100,692937,4,,$4.00 ,$0.35 ,$4.35 ,10001571
9/2/2010,98,100,692947,3,,$3.00 ,$0.26 ,$3.26 ,10001572
9/2/2010,58,100,692950,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,124,129,711895,3,,$3.00 ,$0.26 ,$3.26 ,10001547
9/2/2010,86,129,712410,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,67,142,712159,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,28,142,708278,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,16,142,709786,3,,$3.00 ,$0.26 ,$3.26 ,10001584
9/2/2010,170,173,246756,4,,$4.00 ,$0.35 ,$4.35 ,0
9/2/2010,124,177,649289,4,,$4.00 ,$0.35 ,$4.35 ,10001547
9/2/2010,87,177,648026,2,,$2.00 ,$0.17 ,$2.17 ,10001575
9/2/2010,46,177,648780,2,,$2.00 ,$0.17 ,$2.17 ,10001579
9/2/2010,28,183,689383,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,16,183,689386,2,,$2.00 ,$0.17 ,$2.17 ,10001584
9/2/2010,154,188,706486,1,,$1.00 ,$0.09 ,$1.09 ,0
9/2/2010,83,188,684688,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,74,188,686502,1,,$1.00 ,$0.09 ,$1.09 ,0
9/2/2010,59,188,686953,3,,$3.00 ,$0.26 ,$3.26 ,10001577
9/2/2010,18,188,687026,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,18,188,687033,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,16,188,706639,2,,$2.00 ,$0.17 ,$2.17 ,10001584
9/2/2010,59,200,724604,5,,$5.00 ,$0.43 ,$5.43 ,10001577
9/2/2010,151,226,705258,15,,$15.00 ,$1.30 ,$16.30 ,705258
9/2/2010,113,226,702229,4,,$4.00 ,$0.35 ,$4.35 ,10001562
9/2/2010,49,226,708054,4,,$4.00 ,$0.35 ,$4.35 ,0
9/2/2010,22,226,702211,5,,$5.00 ,$0.43 ,$5.43 ,0
9/2/2010,154,234,,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,128,234,721409,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,126,234,721403,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,126,234,724145,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,124,234,724147,3,,$3.00 ,$0.26 ,$3.26 ,10001547
9/2/2010,124,234,707941,2,,$2.00 ,$0.17 ,$2.17 ,10001547
9/2/2010,95,234,723170,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,56,234,711356,4,,$4.00 ,$0.35 ,$4.35 ,0
9/2/2010,28,234,708695,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,159,242,726766,4,,$4.00 ,$0.35 ,$4.35 ,0
9/2/2010,63,242,727060,7,,$7.00 ,$0.61 ,$7.61 ,10007964
9/2/2010,48,242,727023,10,,$10.00 ,$0.87 ,$10.87 ,0
9/2/2010,1,242,731712,4,,$4.00 ,$0.35 ,$4.35 ,0
9/2/2010,187,254,626087,2,,$2.00 ,$0.17 ,$2.17 ,0
9/2/2010,184,254,704540,1,,$1.00 ,$0.09 ,$1.09 ,0
9/2/2010,176,254,733043,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,176,254,287114,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,172,254,627506,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,155,254,733080,2,,$2.00 ,$0.17 ,$2.17 ,10000058
9/2/2010,155,254,636625,3,,$3.00 ,$0.26 ,$3.26 ,10000058
9/2/2010,154,254,697409,1,,$1.00 ,$0.09 ,$1.09 ,0
9/2/2010,134,254,733141,1,,$1.00 ,$0.09 ,$1.09 ,10001541
9/2/2010,129,254,733693,3,,$3.00 ,$0.26 ,$3.26 ,0
9/2/2010,129,254,667056,1,,$1.00 ,$0.09 ,$1.09 ,0
9/2/2010,124,254,733181,2,,$2.00 ,$0.17 ,$2.17 ,10001547
9/2/2010,124,254,726261,6,,$6.00 ,$0.52 ,$6.52 ,10001547
9/2/2010,124,254,628311,1,,$1.00 ,$0.09 ,$1.09 ,10001547
9/2/2010,124,254,721574,1,,$1.00 ,$0.09 ,$1.09 ,10001547
9/2/2010,124,254,721568,3,,$3.00 ,$0.26 ,$3.26 ,10001547
9/2/2010,124,254,697386,1,,$1.00 ,$0.09 ,$1.09 ,10001547
